2021 output area,mnemonic,Cannot understand spoken Welsh,% Cannot understand spoken Welsh,Can understand spoken Welsh,% Can understand spoken Welsh,2021 output area,mnemonic,Europe: United Kingdom,% Europe: United Kingdom,No passport held,% No passport held,combined uk,% combined uk,2021 output area,mnemonic,Cannot read Welsh,% cannot read Welsh,Can read Welsh,% Can read Welsh,2021 output area,mnemonic,Welsh only identity,% Welsh only identity,Welsh and British only identity,% Welsh and British only identity,Combined Welsh and British,% Combined Welsh and British
W00009227,W00009227,191,74.6,65,25.4,W00009227,W00009227,236,89.1,21,7.9,257,97.0,W00009227,W00009227,206,80.5,50,19.5,W00009227,W00009227,159,60.5,23,8.7,182,69.2
W00009228,W00009228,205,80.7,49,19.3,W00009228,W00009228,224,86.2,29,11.2,253,97.4,W00009228,W00009228,212,83.5,42,16.5,W00009228,W00009228,127,48.7,31,11.9,158,60.6
W00009229,W00009229,230,65.9,119,34.1,W00009229,W00009229,320,88.9,34,9.4,354,98.3,W00009229,W00009229,254,72.2,98,27.8,W00009229,W00009229,200,55.4,40,11.1,240,66.5
W00009230,W00009230,311,91.5,29,8.5,W00009230,W00009230,268,77.0,61,17.5,329,94.5,W00009230,W00009230,313,92.1,27,7.9,W00009230,W00009230,174,49.9,29,8.3,203,58.2
W00009231,W00009231,223,91.4,21,8.6,W00009231,W00009231,180,72.6,53,21.4,233,94.0,W00009231,W00009231,228,93.1,17,6.9,W00009231,W00009231,144,58.1,17,6.9,161,65.0
W00009232,W00009232,291,87.4,42,12.6,W00009232,W00009232,281,83.1,49,14.5,330,97.6,W00009232,W00009232,293,88.3,39,11.7,W00009232,W00009232,170,50.4,51,15.1,221,65.5
W00009233,W00009233,276,84.4,51,15.6,W00009233,W00009233,275,82.1,43,12.8,318,94.9,W00009233,W00009233,287,87.8,40,12.2,W00009233,W00009233,164,49.4,49,14.8,213,64.2
W00009234,W00009234,188,79.7,48,20.3,W00009234,W00009234,206,84.8,33,13.6,239,98.4,W00009234,W00009234,195,83.0,40,17.0,W00009234,W00009234,138,56.1,33,13.4,171,69.5
W00009235,W00009235,253,80.1,63,19.9,W00009235,W00009235,274,83.8,35,10.7,309,94.5,W00009235,W00009235,261,82.6,55,17.4,W00009235,W00009235,197,60.2,18,5.5,215,65.7
W00009236,W00009236,307,86.7,47,13.3,W00009236,W00009236,277,75.5,67,18.3,344,93.8,W00009236,W00009236,316,89.3,38,10.7,W00009236,W00009236,191,51.8,34,9.2,225,61.0
W00009237,W00009237,374,89.0,46,11.0,W00009237,W00009237,327,75.9,84,19.5,411,95.4,W00009237,W00009237,373,88.8,47,11.2,W00009237,W00009237,215,50.0,40,9.3,255,59.3
W00009238,W00009238,223,78.8,60,21.2,W00009238,W00009238,250,86.2,34,11.7,284,97.9,W00009238,W00009238,232,82.0,51,18.0,W00009238,W00009238,172,58.9,25,8.6,197,67.5
W00009239,W00009239,272,87.5,39,12.5,W00009239,W00009239,249,76.4,49,15.0,298,91.4,W00009239,W00009239,282,90.4,30,9.6,W00009239,W00009239,181,55.5,32,9.8,213,65.3
W00009240,W00009240,238,82.4,51,17.6,W00009240,W00009240,245,81.9,40,13.4,285,95.3,W00009240,W00009240,251,86.9,38,13.1,W00009240,W00009240,157,52.9,31,10.4,188,63.3
W00009241,W00009241,295,93.1,22,6.9,W00009241,W00009241,226,69.8,81,25.0,307,94.8,W00009241,W00009241,288,90.9,29,9.1,W00009241,W00009241,218,67.5,28,8.7,246,76.2
W00009242,W00009242,280,84.6,51,15.4,W00009242,W00009242,289,83.8,44,12.8,333,96.6,W00009242,W00009242,288,86.7,44,13.3,W00009242,W00009242,196,57.0,27,7.8,223,64.8
W00009243,W00009243,268,82.5,57,17.5,W00009243,W00009243,310,94.5,12,3.7,322,98.2,W00009243,W00009243,282,86.8,43,13.2,W00009243,W00009243,162,49.2,54,16.4,216,65.6
W00009244,W00009244,201,78.8,54,21.2,W00009244,W00009244,227,86.3,33,12.5,260,98.8,W00009244,W00009244,212,82.5,45,17.5,W00009244,W00009244,147,55.5,28,10.6,175,66.1
W00009245,W00009245,358,78.7,97,21.3,W00009245,W00009245,433,93.3,21,4.5,454,97.8,W00009245,W00009245,375,83.0,77,17.0,W00009245,W00009245,264,56.7,40,8.6,304,65.3
W00009246,W00009246,271,80.4,66,19.6,W00009246,W00009246,281,81.9,41,12.0,322,93.9,W00009246,W00009246,284,84.3,53,15.7,W00009246,W00009246,168,48.8,34,9.9,202,58.7
W00009247,W00009247,249,82.5,53,17.5,W00009247,W00009247,250,82.0,39,12.8,289,94.8,W00009247,W00009247,258,86.3,41,13.7,W00009247,W00009247,170,55.9,10,3.3,180,59.2
W00009248,W00009248,239,85.1,42,14.9,W00009248,W00009248,256,88.3,25,8.6,281,96.9,W00009248,W00009248,246,87.5,35,12.5,W00009248,W00009248,162,55.9,29,10.0,191,65.9
W00009249,W00009249,238,80.1,59,19.9,W00009249,W00009249,270,90.9,8,2.7,278,93.6,W00009249,W00009249,249,83.8,48,16.2,W00009249,W00009249,135,45.2,17,5.7,152,50.9
W00009250,W00009250,225,82.1,49,17.9,W00009250,W00009250,240,85.4,34,12.1,274,97.5,W00009250,W00009250,243,88.7,31,11.3,W00009250,W00009250,175,61.6,20,7.0,195,68.6
W00009251,W00009251,300,80.4,73,19.6,W00009251,W00009251,344,88.0,34,8.7,378,96.7,W00009251,W00009251,308,82.8,64,17.2,W00009251,W00009251,211,54.0,33,8.4,244,62.4
W00009252,W00009252,317,78.1,89,21.9,W00009252,W00009252,361,86.4,42,10.0,403,96.4,W00009252,W00009252,340,84.4,63,15.6,W00009252,W00009252,205,49.2,28,6.7,233,55.9
W00009253,W00009253,254,85.5,43,14.5,W00009253,W00009253,245,79.5,54,17.5,299,97.0,W00009253,W00009253,258,86.9,39,13.1,W00009253,W00009253,208,67.5,22,7.1,230,74.6
W00009254,W00009254,286,86.1,46,13.9,W00009254,W00009254,261,78.4,68,20.4,329,98.8,W00009254,W00009254,290,86.8,44,13.2,W00009254,W00009254,161,48.2,55,16.5,216,64.7
W00009255,W00009255,223,80.8,53,19.2,W00009255,W00009255,228,78.6,47,16.2,275,94.8,W00009255,W00009255,237,85.9,39,14.1,W00009255,W00009255,171,58.8,32,11.0,203,69.8
W00009256,W00009256,282,77.9,80,22.1,W00009256,W00009256,323,86.6,38,10.2,361,96.8,W00009256,W00009256,310,85.6,52,14.4,W00009256,W00009256,227,60.9,30,8.0,257,68.9
W00009258,W00009258,316,89.5,37,10.5,W00009258,W00009258,279,75.4,77,20.8,356,96.2,W00009258,W00009258,310,87.3,45,12.7,W00009258,W00009258,229,62.4,30,8.2,259,70.6
W00009259,W00009259,234,90.3,25,9.7,W00009259,W00009259,200,74.9,47,17.6,247,92.5,W00009259,W00009259,237,92.2,20,7.8,W00009259,W00009259,140,53.0,32,12.1,172,65.1
W00009260,W00009260,278,92.1,24,7.9,W00009260,W00009260,242,78.6,51,16.6,293,95.2,W00009260,W00009260,279,92.4,23,7.6,W00009260,W00009260,169,54.7,23,7.4,192,62.1
W00009261,W00009261,277,83.2,56,16.8,W00009261,W00009261,301,86.2,36,10.3,337,96.5,W00009261,W00009261,289,86.8,44,13.2,W00009261,W00009261,163,47.0,38,11.0,201,58.0
W00009262,W00009262,233,85.0,41,15.0,W00009262,W00009262,265,92.3,14,4.9,279,97.2,W00009262,W00009262,235,85.8,39,14.2,W00009262,W00009262,134,47.2,37,13.0,171,60.2
W00009263,W00009263,318,82.6,67,17.4,W00009263,W00009263,360,90.5,25,6.3,385,96.8,W00009263,W00009263,335,87.0,50,13.0,W00009263,W00009263,244,61.0,38,9.5,282,70.5
W00009264,W00009264,251,86.9,38,13.1,W00009264,W00009264,264,91.0,9,3.1,273,94.1,W00009264,W00009264,257,88.9,32,11.1,W00009264,W00009264,155,53.3,26,8.9,181,62.2
W00009265,W00009265,228,86.7,35,13.3,W00009265,W00009265,235,85.8,21,7.7,256,93.5,W00009265,W00009265,229,87.1,34,12.9,W00009265,W00009265,135,48.9,27,9.8,162,58.7
W00009266,W00009266,195,79.3,51,20.7,W00009266,W00009266,230,89.8,18,7.0,248,96.8,W00009266,W00009266,199,80.9,47,19.1,W00009266,W00009266,143,55.9,25,9.8,168,65.7
W00009267,W00009267,194,85.8,32,14.2,W00009267,W00009267,194,83.3,27,11.6,221,94.9,W00009267,W00009267,195,86.3,31,13.7,W00009267,W00009267,107,46.3,20,8.7,127,55.0
W00009268,W00009268,188,83.6,37,16.4,W00009268,W00009268,194,81.5,30,12.6,224,94.1,W00009268,W00009268,199,88.4,26,11.6,W00009268,W00009268,138,58.5,24,10.2,162,68.7
W00009269,W00009269,226,86.9,34,13.1,W00009269,W00009269,219,77.7,34,12.1,253,89.8,W00009269,W00009269,234,90.0,26,10.0,W00009269,W00009269,146,51.8,36,12.8,182,64.6
W00009270,W00009270,234,89.7,27,10.3,W00009270,W00009270,245,92.1,16,6.0,261,98.1,W00009270,W00009270,242,92.7,19,7.3,W00009270,W00009270,127,47.4,38,14.2,165,61.6
W00009271,W00009271,185,85.3,32,14.7,W00009271,W00009271,197,89.5,10,4.5,207,94.0,W00009271,W00009271,191,88.0,26,12.0,W00009271,W00009271,98,44.3,28,12.7,126,57.0
W00009272,W00009272,237,86.5,37,13.5,W00009272,W00009272,259,92.2,18,6.4,277,98.6,W00009272,W00009272,240,87.6,34,12.4,W00009272,W00009272,149,52.7,37,13.1,186,65.8
W00009273,W00009273,192,85.0,34,15.0,W00009273,W00009273,206,86.6,27,11.3,233,97.9,W00009273,W00009273,195,86.7,30,13.3,W00009273,W00009273,124,51.9,28,11.7,152,63.6
W00009274,W00009274,232,86.2,37,13.8,W00009274,W00009274,236,86.8,28,10.3,264,97.1,W00009274,W00009274,242,90.6,25,9.4,W00009274,W00009274,139,51.5,22,8.1,161,59.6
W00009275,W00009275,203,87.1,30,12.9,W00009275,W00009275,212,87.2,26,10.7,238,97.9,W00009275,W00009275,203,87.1,30,12.9,W00009275,W00009275,124,51.2,12,5.0,136,56.2
W00009276,W00009276,266,78.5,73,21.5,W00009276,W00009276,313,91.8,15,4.4,328,96.2,W00009276,W00009276,275,81.4,63,18.6,W00009276,W00009276,141,41.2,37,10.8,178,52.0
W00009277,W00009277,218,81.6,49,18.4,W00009277,W00009277,243,89.7,23,8.5,266,98.2,W00009277,W00009277,225,85.6,38,14.4,W00009277,W00009277,165,60.7,30,11.0,195,71.7
W00009278,W00009278,213,90.3,23,9.7,W00009278,W00009278,201,83.1,33,13.6,234,96.7,W00009278,W00009278,221,93.6,15,6.4,W00009278,W00009278,141,57.3,23,9.3,164,66.6
W00009279,W00009279,213,81.3,49,18.7,W00009279,W00009279,226,83.1,33,12.1,259,95.2,W00009279,W00009279,228,87.0,34,13.0,W00009279,W00009279,145,54.1,30,11.2,175,65.3
W00009280,W00009280,256,82.6,54,17.4,W00009280,W00009280,292,91.5,15,4.7,307,96.2,W00009280,W00009280,262,84.8,47,15.2,W00009280,W00009280,174,54.2,31,9.7,205,63.9
W00009281,W00009281,312,85.5,53,14.5,W00009281,W00009281,288,76.6,72,19.1,360,95.7,W00009281,W00009281,316,86.6,49,13.4,W00009281,W00009281,231,61.1,29,7.7,260,68.8
W00009282,W00009282,240,87.6,34,12.4,W00009282,W00009282,241,85.2,31,11.0,272,96.2,W00009282,W00009282,249,90.9,25,9.1,W00009282,W00009282,173,61.1,20,7.1,193,68.2
W00009283,W00009283,237,78.2,66,21.8,W00009283,W00009283,272,85.8,37,11.7,309,97.5,W00009283,W00009283,253,83.2,51,16.8,W00009283,W00009283,228,71.5,30,9.4,258,80.9
W00009284,W00009284,262,87.0,39,13.0,W00009284,W00009284,226,74.1,69,22.6,295,96.7,W00009284,W00009284,272,90.4,29,9.6,W00009284,W00009284,193,62.5,13,4.2,206,66.7
W00009285,W00009285,257,81.8,57,18.2,W00009285,W00009285,265,79.8,53,16.0,318,95.8,W00009285,W00009285,259,82.5,55,17.5,W00009285,W00009285,214,64.5,29,8.7,243,73.2
W00009286,W00009286,226,85.3,39,14.7,W00009286,W00009286,233,83.8,34,12.2,267,96.0,W00009286,W00009286,235,88.3,31,11.7,W00009286,W00009286,151,54.3,33,11.9,184,66.2
W00009287,W00009287,224,82.1,49,17.9,W00009287,W00009287,248,91.5,6,2.2,254,93.7,W00009287,W00009287,232,85.0,41,15.0,W00009287,W00009287,131,47.6,45,16.4,176,64.0
W00009288,W00009288,277,88.2,37,11.8,W00009288,W00009288,266,82.1,49,15.1,315,97.2,W00009288,W00009288,280,89.2,34,10.8,W00009288,W00009288,200,61.7,25,7.7,225,69.4
W00009289,W00009289,241,88.3,32,11.7,W00009289,W00009289,245,84.8,37,12.8,282,97.6,W00009289,W00009289,251,91.3,24,8.7,W00009289,W00009289,181,62.6,24,8.3,205,70.9
W00009290,W00009290,234,79.6,60,20.4,W00009290,W00009290,251,82.0,46,15.0,297,97.0,W00009290,W00009290,250,85.0,44,15.0,W00009290,W00009290,175,56.6,42,13.6,217,70.2
W00009291,W00009291,188,90.0,21,10.0,W00009291,W00009291,125,59.5,84,40.0,209,99.5,W00009291,W00009291,195,93.8,13,6.2,W00009291,W00009291,106,50.7,35,16.7,141,67.4
W00009292,W00009292,276,82.9,57,17.1,W00009292,W00009292,241,71.3,89,26.3,330,97.6,W00009292,W00009292,285,85.6,48,14.4,W00009292,W00009292,189,56.2,18,5.4,207,61.6
W00009293,W00009293,311,86.6,48,13.4,W00009293,W00009293,263,69.8,52,13.8,315,83.6,W00009293,W00009293,318,88.6,41,11.4,W00009293,W00009293,225,59.5,21,5.6,246,65.1
W00009294,W00009294,233,94.3,14,5.7,W00009294,W00009294,170,66.1,74,28.8,244,94.9,W00009294,W00009294,241,97.6,6,2.4,W00009294,W00009294,148,58.5,34,13.4,182,71.9
W00009295,W00009295,337,92.8,26,7.2,W00009295,W00009295,297,79.0,70,18.6,367,97.6,W00009295,W00009295,344,94.8,19,5.2,W00009295,W00009295,261,69.4,35,9.3,296,78.7
W00009296,W00009296,233,85.3,40,14.7,W00009296,W00009296,216,76.6,47,16.7,263,93.3,W00009296,W00009296,241,88.3,32,11.7,W00009296,W00009296,155,55.0,37,13.1,192,68.1
W00009297,W00009297,288,90.6,30,9.4,W00009297,W00009297,235,72.8,75,23.2,310,96.0,W00009297,W00009297,296,93.7,20,6.3,W00009297,W00009297,207,63.9,24,7.4,231,71.3
W00009298,W00009298,244,91.7,22,8.3,W00009298,W00009298,232,83.8,41,14.8,273,98.6,W00009298,W00009298,254,95.1,13,4.9,W00009298,W00009298,187,68.0,40,14.5,227,82.5
W00009299,W00009299,352,94.6,20,5.4,W00009299,W00009299,231,59.5,124,32.0,355,91.5,W00009299,W00009299,359,97.0,11,3.0,W00009299,W00009299,205,52.8,45,11.6,250,64.4
W00009300,W00009300,265,92.7,21,7.3,W00009300,W00009300,231,79.4,60,20.6,291,100.0,W00009300,W00009300,274,95.1,14,4.9,W00009300,W00009300,198,68.3,29,10.0,227,78.3
W00009301,W00009301,287,89.4,34,10.6,W00009301,W00009301,254,76.7,56,16.9,310,93.6,W00009301,W00009301,287,89.4,34,10.6,W00009301,W00009301,176,53.2,44,13.3,220,66.5
W00009302,W00009302,274,87.8,38,12.2,W00009302,W00009302,266,82.6,46,14.3,312,96.9,W00009302,W00009302,275,88.1,37,11.9,W00009302,W00009302,216,66.5,19,5.8,235,72.3
W00009303,W00009303,235,87.0,35,13.0,W00009303,W00009303,211,74.6,51,18.0,262,92.6,W00009303,W00009303,243,90.0,27,10.0,W00009303,W00009303,173,60.7,23,8.1,196,68.8
W00009304,W00009304,255,82.0,56,18.0,W00009304,W00009304,280,88.1,31,9.7,311,97.8,W00009304,W00009304,254,82.5,54,17.5,W00009304,W00009304,221,69.3,35,11.0,256,80.3
W00009305,W00009305,227,90.1,25,9.9,W00009305,W00009305,213,80.4,30,11.3,243,91.7,W00009305,W00009305,230,91.6,21,8.4,W00009305,W00009305,153,57.3,29,10.9,182,68.2
W00009306,W00009306,229,91.2,22,8.8,W00009306,W00009306,214,80.1,47,17.6,261,97.7,W00009306,W00009306,233,92.5,19,7.5,W00009306,W00009306,143,54.2,30,11.4,173,65.6
W00009307,W00009307,273,88.1,37,11.9,W00009307,W00009307,268,83.5,36,11.2,304,94.7,W00009307,W00009307,279,90.0,31,10.0,W00009307,W00009307,216,66.3,39,12.0,255,78.3
W00009308,W00009308,224,92.9,17,7.1,W00009308,W00009308,184,73.9,52,20.9,236,94.8,W00009308,W00009308,225,93.4,16,6.6,W00009308,W00009308,149,60.1,10,4.0,159,64.1
W00009309,W00009309,279,89.1,34,10.9,W00009309,W00009309,249,78.5,60,18.9,309,97.4,W00009309,W00009309,286,91.7,26,8.3,W00009309,W00009309,187,59.0,54,17.0,241,76.0
W00009310,W00009310,285,91.1,28,8.9,W00009310,W00009310,245,75.4,67,20.6,312,96.0,W00009310,W00009310,290,92.7,23,7.3,W00009310,W00009310,202,62.0,41,12.6,243,74.6
W00009311,W00009311,238,84.7,43,15.3,W00009311,W00009311,235,82.2,37,12.9,272,95.1,W00009311,W00009311,251,89.3,30,10.7,W00009311,W00009311,186,64.8,37,12.9,223,77.7
W00009312,W00009312,290,83.1,59,16.9,W00009312,W00009312,306,85.7,41,11.5,347,97.2,W00009312,W00009312,305,87.6,43,12.4,W00009312,W00009312,234,65.9,34,9.6,268,75.5
W00009313,W00009313,168,88.4,22,11.6,W00009313,W00009313,159,80.7,28,14.2,187,94.9,W00009313,W00009313,174,91.6,16,8.4,W00009313,W00009313,105,53.3,17,8.6,122,61.9
W00009314,W00009314,247,90.1,27,9.9,W00009314,W00009314,222,77.1,47,16.3,269,93.4,W00009314,W00009314,250,91.2,24,8.8,W00009314,W00009314,159,55.4,35,12.2,194,67.6
W00009315,W00009315,236,80.8,56,19.2,W00009315,W00009315,238,80.7,37,12.5,275,93.2,W00009315,W00009315,243,83.8,47,16.2,W00009315,W00009315,178,60.1,25,8.4,203,68.5
W00009316,W00009316,236,91.8,21,8.2,W00009316,W00009316,210,79.2,39,14.7,249,93.9,W00009316,W00009316,238,93.0,18,7.0,W00009316,W00009316,179,67.3,19,7.1,198,74.4
W00009317,W00009317,279,93.9,18,6.1,W00009317,W00009317,206,66.9,66,21.4,272,88.3,W00009317,W00009317,282,94.9,15,5.1,W00009317,W00009317,156,51.0,27,8.8,183,59.8
W00009318,W00009318,339,92.9,26,7.1,W00009318,W00009318,274,72.3,92,24.3,366,96.6,W00009318,W00009318,335,91.3,32,8.7,W00009318,W00009318,214,55.9,37,9.7,251,65.6
W00009319,W00009319,297,94.6,17,5.4,W00009319,W00009319,225,70.3,81,25.3,306,95.6,W00009319,W00009319,290,92.4,24,7.6,W00009319,W00009319,193,60.7,24,7.5,217,68.2
W00009320,W00009320,298,93.1,22,6.9,W00009320,W00009320,243,73.6,58,17.6,301,91.2,W00009320,W00009320,296,92.5,24,7.5,W00009320,W00009320,196,59.4,37,11.2,233,70.6
W00009321,W00009321,251,84.5,46,15.5,W00009321,W00009321,222,73.8,65,21.6,287,95.4,W00009321,W00009321,258,86.9,39,13.1,W00009321,W00009321,163,53.8,43,14.2,206,68.0
W00009322,W00009322,354,93.7,24,6.3,W00009322,W00009322,284,72.8,77,19.7,361,92.5,W00009322,W00009322,359,95.0,19,5.0,W00009322,W00009322,234,59.8,33,8.4,267,68.2
W00009323,W00009323,306,90.8,31,9.2,W00009323,W00009323,237,67.9,86,24.6,323,92.5,W00009323,W00009323,302,89.3,36,10.7,W00009323,W00009323,193,55.3,33,9.5,226,64.8
W00009324,W00009324,277,91.7,25,8.3,W00009324,W00009324,191,62.0,59,19.2,250,81.2,W00009324,W00009324,286,94.7,16,5.3,W00009324,W00009324,168,54.0,21,6.8,189,60.8
W00009325,W00009325,324,89.0,40,11.0,W00009325,W00009325,255,66.6,94,24.5,349,91.1,W00009325,W00009325,335,91.5,31,8.5,W00009325,W00009325,198,51.7,19,5.0,217,56.7
W00009326,W00009326,275,90.2,30,9.8,W00009326,W00009326,202,64.7,85,27.2,287,91.9,W00009326,W00009326,285,93.4,20,6.6,W00009326,W00009326,174,55.4,29,9.2,203,64.6
W00009327,W00009327,254,92.7,20,7.3,W00009327,W00009327,190,66.9,65,22.9,255,89.8,W00009327,W00009327,252,92.0,22,8.0,W00009327,W00009327,158,54.9,20,6.9,178,61.8
W00009328,W00009328,298,91.4,28,8.6,W00009328,W00009328,297,90.0,27,8.2,324,98.2,W00009328,W00009328,302,92.6,24,7.4,W00009328,W00009328,209,63.0,38,11.4,247,74.4
W00009329,W00009329,309,93.6,21,6.4,W00009329,W00009329,272,80.0,64,18.8,336,98.8,W00009329,W00009329,309,93.6,21,6.4,W00009329,W00009329,243,71.7,33,9.7,276,81.4
W00009330,W00009330,391,86.9,59,13.1,W00009330,W00009330,315,67.9,101,21.8,416,89.7,W00009330,W00009330,389,86.4,61,13.6,W00009330,W00009330,225,48.5,28,6.0,253,54.5
W00009331,W00009331,323,89.5,38,10.5,W00009331,W00009331,307,83.0,52,14.1,359,97.1,W00009331,W00009331,338,93.9,22,6.1,W00009331,W00009331,232,62.7,40,10.8,272,73.5
W00009332,W00009332,297,92.5,24,7.5,W00009332,W00009332,245,74.2,75,22.7,320,96.9,W00009332,W00009332,299,93.4,21,6.6,W00009332,W00009332,196,59.0,13,3.9,209,62.9
W00009333,W00009333,296,86.5,46,13.5,W00009333,W00009333,293,82.3,42,11.8,335,94.1,W00009333,W00009333,305,89.2,37,10.8,W00009333,W00009333,182,52.0,21,6.0,203,58.0
W00009334,W00009334,249,89.6,29,10.4,W00009334,W00009334,212,73.6,51,17.7,263,91.3,W00009334,W00009334,255,91.7,23,8.3,W00009334,W00009334,155,54.0,24,8.4,179,62.4
W00009335,W00009335,310,91.2,30,8.8,W00009335,W00009335,283,81.8,34,9.8,317,91.6,W00009335,W00009335,319,93.8,21,6.2,W00009335,W00009335,163,46.2,37,10.5,200,56.7
W00009336,W00009336,252,89.4,30,10.6,W00009336,W00009336,236,80.8,27,9.2,263,90.0,W00009336,W00009336,263,92.9,20,7.1,W00009336,W00009336,146,50.0,15,5.1,161,55.1
W00009337,W00009337,433,90.2,47,9.8,W00009337,W00009337,391,77.0,56,11.0,447,88.0,W00009337,W00009337,439,91.5,41,8.5,W00009337,W00009337,238,46.9,35,6.9,273,53.8
W00009338,W00009338,268,85.6,45,14.4,W00009338,W00009338,251,74.0,59,17.4,310,91.4,W00009338,W00009338,272,86.9,41,13.1,W00009338,W00009338,182,54.2,33,9.8,215,64.0
W00009339,W00009339,347,93.5,24,6.5,W00009339,W00009339,266,68.9,70,18.1,336,87.0,W00009339,W00009339,348,94.3,21,5.7,W00009339,W00009339,170,43.8,8,2.1,178,45.9
W00009340,W00009340,362,90.0,40,10.0,W00009340,W00009340,310,74.2,67,16.0,377,90.2,W00009340,W00009340,358,88.4,47,11.6,W00009340,W00009340,176,42.2,31,7.4,207,49.6
W00009341,W00009341,275,88.1,37,11.9,W00009341,W00009341,246,75.0,47,14.3,293,89.3,W00009341,W00009341,276,88.5,36,11.5,W00009341,W00009341,180,54.9,19,5.8,199,60.7
W00009342,W00009342,365,91.2,35,8.8,W00009342,W00009342,293,70.8,100,24.2,393,95.0,W00009342,W00009342,378,94.5,22,5.5,W00009342,W00009342,227,53.8,30,7.1,257,60.9
W00009343,W00009343,239,87.2,35,12.8,W00009343,W00009343,224,77.2,46,15.9,270,93.1,W00009343,W00009343,252,91.6,23,8.4,W00009343,W00009343,127,43.8,33,11.4,160,55.2
W00009344,W00009344,350,93.1,26,6.9,W00009344,W00009344,291,74.8,79,20.3,370,95.1,W00009344,W00009344,357,94.9,19,5.1,W00009344,W00009344,212,54.5,26,6.7,238,61.2
W00009345,W00009345,358,93.7,24,6.3,W00009345,W00009345,298,75.6,76,19.3,374,94.9,W00009345,W00009345,351,92.4,29,7.6,W00009345,W00009345,194,49.1,40,10.1,234,59.2
W00009346,W00009346,311,93.4,22,6.6,W00009346,W00009346,227,65.0,100,28.7,327,93.7,W00009346,W00009346,312,92.9,24,7.1,W00009346,W00009346,231,67.0,21,6.1,252,73.1
W00009347,W00009347,211,83.4,42,16.6,W00009347,W00009347,191,74.0,44,17.1,235,91.1,W00009347,W00009347,217,85.8,36,14.2,W00009347,W00009347,135,52.7,24,9.4,159,62.1
W00009348,W00009348,269,89.1,33,10.9,W00009348,W00009348,267,86.1,39,12.6,306,98.7,W00009348,W00009348,267,88.4,35,11.6,W00009348,W00009348,195,62.7,39,12.5,234,75.2
W00009349,W00009349,242,88.6,31,11.4,W00009349,W00009349,224,81.5,40,14.5,264,96.0,W00009349,W00009349,253,93.0,19,7.0,W00009349,W00009349,176,63.3,22,7.9,198,71.2
W00009350,W00009350,208,90.8,21,9.2,W00009350,W00009350,187,78.6,34,14.3,221,92.9,W00009350,W00009350,205,89.5,24,10.5,W00009350,W00009350,122,51.5,21,8.9,143,60.4
W00009351,W00009351,317,93.2,23,6.8,W00009351,W00009351,249,71.6,80,23.0,329,94.6,W00009351,W00009351,322,95.0,17,5.0,W00009351,W00009351,177,51.2,22,6.4,199,57.6
W00009352,W00009352,298,89.5,35,10.5,W00009352,W00009352,244,70.9,67,19.5,311,90.4,W00009352,W00009352,303,91.3,29,8.7,W00009352,W00009352,149,43.6,26,7.6,175,51.2
W00009353,W00009353,303,91.0,30,9.0,W00009353,W00009353,256,74.2,57,16.5,313,90.7,W00009353,W00009353,312,93.7,21,6.3,W00009353,W00009353,178,51.4,57,16.5,235,67.9
W00009354,W00009354,341,89.7,39,10.3,W00009354,W00009354,285,73.1,71,18.2,356,91.3,W00009354,W00009354,343,90.5,36,9.5,W00009354,W00009354,192,49.4,32,8.2,224,57.6
W00009355,W00009355,229,90.2,25,9.8,W00009355,W00009355,216,83.1,35,13.5,251,96.6,W00009355,W00009355,236,92.9,18,7.1,W00009355,W00009355,155,59.2,37,14.1,192,73.3
W00009356,W00009356,332,87.1,49,12.9,W00009356,W00009356,317,80.7,62,15.8,379,96.5,W00009356,W00009356,329,86.4,52,13.6,W00009356,W00009356,219,55.7,42,10.7,261,66.4
W00009357,W00009357,267,88.4,35,11.6,W00009357,W00009357,236,74.0,65,20.4,301,94.4,W00009357,W00009357,274,91.0,27,9.0,W00009357,W00009357,175,55.4,37,11.7,212,67.1
W00009358,W00009358,378,87.5,54,12.5,W00009358,W00009358,319,70.1,94,20.7,413,90.8,W00009358,W00009358,398,92.1,34,7.9,W00009358,W00009358,249,54.8,41,9.0,290,63.8
W00009359,W00009359,225,88.2,30,11.8,W00009359,W00009359,179,68.1,63,24.0,242,92.1,W00009359,W00009359,225,88.6,29,11.4,W00009359,W00009359,129,49.0,25,9.5,154,58.5
W00009360,W00009360,292,93.3,21,6.7,W00009360,W00009360,253,77.8,53,16.3,306,94.1,W00009360,W00009360,292,93.3,21,6.7,W00009360,W00009360,200,61.3,32,9.8,232,71.1
W00009361,W00009361,370,90.5,39,9.5,W00009361,W00009361,340,81.3,57,13.6,397,94.9,W00009361,W00009361,374,91.4,35,8.6,W00009361,W00009361,215,51.2,38,9.0,253,60.2
W00009362,W00009362,259,87.5,37,12.5,W00009362,W00009362,239,79.1,50,16.6,289,95.7,W00009362,W00009362,263,88.9,33,11.1,W00009362,W00009362,161,52.8,25,8.2,186,61.0
W00009363,W00009363,182,95.3,9,4.7,W00009363,W00009363,151,77.4,22,11.3,173,88.7,W00009363,W00009363,184,96.8,6,3.2,W00009363,W00009363,106,54.1,15,7.7,121,61.8
W00009364,W00009364,284,91.6,26,8.4,W00009364,W00009364,269,83.3,36,11.1,305,94.4,W00009364,W00009364,284,91.6,26,8.4,W00009364,W00009364,182,56.2,34,10.5,216,66.7
